user_id,item_id
230326,247894113
230326,271390677
230326,272639944
230326,276187092
230326,284175201
230326,284555480
230326,298816511
230326,303205878
230326,335309109
230326,349051058
230326,350674375
230326,368123858
230326,401707722
230326,403867251
234304,12489944
234304,27776260
234304,42444067
234304,66536409
234304,70384889
234304,83098075
234304,85040213
234304,99545612
234304,101268199
234304,110902802
234304,114851537
234304,118781181
234304,195564496
234304,214256833
234304,240506341
234304,253598974
234304,312591127
234304,343888744
242921,107322074
242921,176492645
242921,311499944
263901,18166882
263901,23179106
263901,30734894
263901,31094374
263901,43327244
263901,65628929
263901,135426525
263901,138366078
263901,145350172
263901,166790818
263901,180973555
263901,198981444
263901,208198114
263901,229589320
263901,257968586
263901,275406306
263901,309532880
263901,315179132
263901,323938073
263901,329330903
263901,330353613
263901,337825573
263901,367714616
263901,382509196
264970,228612902
271169,68922513
271169,110612521
271169,227003686
271169,259013587
271169,267818285
271169,273052482
271169,288095081
271169,329330903
271169,366313584
303013,81499648
311547,1604381
311547,42408876
311547,106475763
311547,117074213
311547,152796876
311547,184424807
311547,200306602
311547,245229122
311547,333379284
311547,342349049
311547,343585188
311547,367714616
311547,368036178
311547,382418692
311547,387463719
360451,102368482
371408,80446342
371408,109686069
371408,113833788
371408,197395042
371408,203434415
371408,206114896
371408,234300967
371408,355624974
375449,25883024
375449,31339733
375449,32585501
375449,33254436
375449,60065681
375449,68763042
375449,87546522
375449,115052027
375449,146046848
375449,164666227
375449,176802612
375449,188179833
375449,197757650
375449,216776169
375449,237976633
375449,239702618
375449,245951771
375449,250847704
375449,276636269
375449,326227302
375449,351587858
375449,382513156
413028,73117374
413028,106747907
413028,117850055
413028,146913219
413028,291531658
413028,306704936
413028,312591127
413028,333028913
413028,334323939
413028,378685775
423794,20328279
423794,24974217
423794,95311977
423794,139230992
423794,245683618
423794,249961585
423794,290099301
423794,297620202
423794,313420902
423794,334108200
423794,339755549
423794,343109466
423794,368098781
438276,14071198
438276,34494643
438276,105788052
438276,127862595
438276,205405880
438276,256448363
438276,256667885
438276,338536636
438276,368102685
438276,392064135
440799,101276445
450948,1333970
450948,19330377
450948,205405880
450948,206663996
450948,221154499
450948,227258167
450948,292892569
450948,302154307
450948,325688300
450948,344605348
454497,40790202
454497,42493373
454497,47303239
454497,49063582
454497,55257679
454497,56844183
454497,69121466
454497,82222949
454497,102969825
454497,122980909
454497,135503524
454497,136984679
454497,154946361
454497,157314992
454497,179911220
454497,185006002
454497,186529089
454497,188179833
454497,193132815
454497,197226666
454497,227649173
454497,231642941
454497,239436199
454497,246948107
454497,266292889
454497,297620202
454497,313933726
454497,315283123
454497,346649511
454497,374370335
454497,382647081
454497,390535122
469275,13293438
469275,30563394
469275,46781696
469275,61283153
469275,66399540
469275,154663286
469275,159865187
469275,197395042
469275,220850746
469275,221109774
469275,224798793
469275,322554659
469275,361681874
469275,391936421
482573,27364659
482573,69121466
482573,247894113
482573,253555260
482573,320379988
482573,346649511
484555,2217535
484555,4386604
484555,13435395
484555,14128520
484555,23687127
484555,34887409
484555,106055277
484555,118781181
484555,135104537
484555,147989252
484555,176492645
484555,190313681
484555,200072022
484555,210290989
484555,245683618
484555,308640036
484555,311780454
484555,354432714
484555,355434012
484555,378066157
484555,379134558
490811,39118120
490811,264344706
490811,395809099
493185,112921337
493185,134058902
493185,151919189
493185,224861726
495178,54960667
495178,80459151
495178,93253523
495178,141426657
495178,228762441
495178,235930659
495178,288181612
495178,297389439
495178,311840745
495178,362386754
528023,6806499
528023,128186279
528023,169694823
602312,41612600
602312,46781696
602312,90804408
602312,111973074
602312,264926303
608319,195895922
608319,298332235
627349,2217535
627349,112921337
627349,156144194
627349,208481752
627349,369289911
627349,402601917
628916,157314992
643640,4283556
643640,25079524
643640,27169799
643640,36833507
643640,150746660
643640,163977969
643640,178403619
643640,178699616
643640,194770617
643640,219607303
643640,228610198
643640,240622815
643640,242653706
649054,24465825
649054,31949301
649054,97383754
649054,110998572
649054,122057085
649054,134912795
649054,194589242
649054,240763808
649054,248440921
649054,285163048
649054,321871735
649054,322127439
649054,340934227
649054,347950414
649054,355491322
649054,386019379
649054,387004506
651992,47529813
651992,80405108
651992,158036734
651992,242259083
651992,246761760
651992,330253501
666694,151115927
666694,194701908
666694,273052482
666694,307792517
666694,322554659
666694,361681874
666694,374235261
679422,477546
679422,150823353
679422,217192527
691173,14742026
691173,33196937
691173,42444067
691173,48138584
691173,68922513
691173,96328499
691173,105102608
691173,116031287
691173,122520861
691173,147958056
691173,162148157
691173,184181655
691173,199638061
691173,205405880
691173,209323160
691173,265662369
691173,285804947
691173,340747291
691173,387841357
691173,388924311
698659,291834921
699191,42444067
699191,81499648
699191,95908130
736640,6086249
736640,26142463
736640,34384544
736640,71708252
736640,151724138
736640,185241680
736640,313562659
736640,329954917
736640,368098632
739573,25451768
739573,30732188
739573,80809198
739573,141426657
739573,151269797
739573,209323160
739573,222897133
739573,229954568
739573,280532406
739573,300586460
739573,321666997
739573,342306957
739573,365100280
739573,382513156
739573,385827324
739573,396028808
739573,400034362
748014,13435395
748014,16529497
748014,125666923
748014,126422606
748014,128489653
748014,216172785
748014,310577673
748014,312591127
771719,19900149
771719,42444067
771719,57871645
771719,76627087
771719,95908130
771719,103164928
771719,113833788
771719,117479373
771719,139173984
771719,171812127
771719,204146683
771719,220331124
771719,234538476
771719,259013587
771719,273052482
771719,287107229
771719,292667118
771719,308943193
771719,309532667
771719,349028984
771719,358565383
771719,380271661
805176,10563085
805176,46480880
805176,95867699
805176,106178259
805176,176842457
805176,204349606
805176,239342258
805176,259013587
805176,305613858
805176,327610712
805176,366911878
805176,368123858
807799,12717592
807799,32180994
807799,113391175
807799,154505873
807799,164834991
807799,219832936
807799,233072153
807799,263146256
807799,299672272
807799,332088259
807799,349463633
807799,380369595
807799,387122535
813598,67577767
813598,145174879
813598,220854152
813598,231642941
813598,314239009
813598,341621882
813598,348544474
813598,354926045
814675,10701315
814675,56922072
814675,86004839
814675,130642359
814675,185241680
814675,208408464
814675,259005013
814675,359564973
814675,379398542
828416,252845107
828416,313420902
828416,343888744
829373,28406469
829373,80796732
829373,239342258
829373,286410858
829373,371456011
829373,374235261
846647,22073212
846647,28406469
846647,41539905
846647,110998572
846647,130419937
846647,157305157
846647,157314992
846647,195579191
846647,220538191
846647,248721507
846647,274982728
846647,354215817
847362,106178573
847362,207836513
847362,275504801
865428,114175151
866393,2432119
866393,397135773
876320,108815240
876320,185241680
876320,242653706
876320,300853336
876631,194770617
876631,287518208
893399,125666923
893399,179349755
893399,190718752
893399,197812050
893399,222881749
893399,317723255
893399,391028836
899031,98700654
899031,309532667
907488,239436199
939299,4496745
939299,22543931
939299,24592214
939299,32434696
939299,51712764
939299,80405108
939299,87401035
939299,91365242
939299,95479652
939299,103831316
939299,107432891
939299,108884864
939299,113213687
939299,130642359
939299,130996278
939299,135436446
939299,138366078
939299,144380083
939299,151269797
939299,169720786
939299,169882801
939299,172447670
939299,173960549
939299,175096815
939299,177779645
939299,181344140
939299,223682327
939299,229589320
939299,233576218
939299,238017630
939299,284435633
939299,296717135
939299,349429565
939299,357079087
939299,374886283
939299,378776447
939299,380567901
939299,387911330
939299,397069765
940671,88816692
940671,142925624
940671,224399653
946815,154663286
946815,176207771
946815,243603858
946815,271682143
946815,290099301
946815,294213259
946815,339530622
946815,355033915
949924,353313089
949924,374370335
949924,390001730
950795,143741074
950795,178699616
950795,197232737
950795,213733236
950795,239702618
950795,339661785
988074,36787618
988074,46480880
988074,62225002
988074,65628929
988074,93633093
988074,103987106
988074,118030253
988074,128036035
988074,128186279
988074,132820284
988074,147320673
988074,154663286
988074,168247668
988074,184181655
988074,193954252
988074,206663996
988074,239253448
988074,275003733
988074,277923000
988074,298332235
988074,298552017
988074,313933726
988074,329082560
988074,329330903
988074,354546692
988074,364664770
988074,375575515
988074,379111806
988074,385719401
988074,387911330
988074,402254968
991004,16288415
991004,40790202
991004,40959670
991004,65314376
991004,73006934
991004,73453371
991004,94323263
991004,117604391
991004,122671392
991004,135426525
991004,139173984
991004,151108386
991004,170838484
991004,180973555
991004,222699531
991004,223667336
991004,247894113
991004,260037135
991004,267818285
991004,275758189
991004,276814884
991004,291256521
991004,296344783
991004,297890139
991004,301491539
991004,305613858
991004,314132817
991004,328488636
991004,355491322
991004,366911878
991004,382509196
991004,388203760
993667,66536409
993667,203699253
993667,205081227
993667,246761760
993667,299941043
993667,306660372
993667,354056176
993667,364240744
993667,399672601
1001707,25692712
1001707,33196937
1001707,66604162
1001707,68922513
1001707,94888799
1001707,103831316
1001707,108062256
1001707,130996278
1001707,144380083
1001707,149126705
1001707,160877175
1001707,184181655
1001707,195229139
1001707,204515907
1001707,300348049
1001707,304235745
1001707,310080450
1001707,343888744
1001707,348290225
1008870,13293438
1008870,14932680
1008870,34929314
1008870,54243076
1008870,54650330
1008870,78406950
1008870,90448750
1008870,93633093
1008870,94295587
1008870,118595236
1008870,121045554
1008870,142006823
1008870,152338475
1008870,168132929
1008870,172447670
1008870,177145394
1008870,183642932
1008870,197757650
1008870,211707475
1008870,231642941
1008870,245023408
1008870,246326873
1008870,249330336
1008870,310925651
1008870,311902323
1008870,323163113
1008870,331564086
1008870,372458730
1008870,373241695
1008870,374235261
1017622,7161679
1017622,8694687
1017622,25880302
1017622,34384544
1017622,46716454
1017622,73807687
1017622,74871858
1017622,80037759
1017622,105788052
1017622,109686069
1017622,114175151
1017622,119419068
1017622,122602256
1017622,130217244
1017622,130996278
1017622,132820284
1017622,157347119
1017622,167830227
1017622,173799894
1017622,182954957
1017622,184181655
1017622,198221067
1017622,222262630
1017622,223761680
1017622,234538476
1017622,239702618
1017622,245785796
1017622,256667885
1017622,278527597
1017622,285163048
1017622,314599150
1017622,327974438
1017622,328583503
1017622,350506065
1017622,357168413
1017622,366902062
1017622,379788379
1017622,399791931
1023558,34384544
1023558,35048437
1023558,39118120
1023558,76434245
1023558,104281712
1023558,134912795
1023558,162142853
1023558,162241622
1023558,254370578
1023558,255708467
1023558,295665139
1023558,372034592
1027626,597862
1027626,81135474
1027626,114851537
1027626,143849769
1027626,194589242
1027626,219690249
1027626,264344706
1027626,275450912
1027626,314132817
1027626,329544618
1027626,334328062
1027626,369714487
1027626,393301758
1033896,56387453
1033896,168165673
1033896,324591087
1040892,15239980
1040892,171121222
1040892,177730689
1040892,284397215
1040892,284435633
1040892,284807602
1040892,337566569
1042935,43512097
1042935,252190881
1042935,259238896
1042935,372034592
1050250,24409363
1050250,35048437
1050250,64747375
1050250,82222949
1050250,104794085
1050250,126758786
1050250,128186279
1050250,134912795
1050250,157564759
1050250,199083274
1050250,205977947
1050250,220854152
1050250,226507490
1050250,236718731
1050250,245229122
1050250,248721507
1050250,295076706
1050250,297534053
1050250,302042726
1050250,322554659
1050250,329260872
1050250,336695759
1050250,337319350
1050250,355491322
1050250,386019379
1050250,391336477
1053509,30732188
1053509,80796732
1053509,80809198
1053509,89070719
1053509,101268199
1053509,110721044
1053509,156628855
1053509,159674720
1053509,177730689
1053509,194774452
1053509,227532037
1053509,245870333
1053509,249139197
1053509,300586460
1053509,329544618
1053509,330592894
1053509,354585058
1053509,361681874
1053509,362386754
1053509,368876718
1064331,286638586
1064331,314496044
1064331,357691194
1064331,401634146
1067390,47639159
1067390,71177922
1067390,106100371
1067390,145676686
1067390,270882795
1074226,193950742
1074226,400423512
1076545,91134229
1076545,110902802
1076545,168352498
1076545,177493483
1076545,241467394
1076545,336695759
1088688,164834991
1088688,193155025
1088688,199754519
1144286,1604381
1144286,28774843
1144286,39183084
1144286,43794121
1144286,66399540
1144286,67076508
1144286,75713416
1144286,93700379
1144286,108062256
1144286,109421054
1144286,125783339
1144286,143543195
1144286,154377094
1144286,169720786
1144286,183495901
1144286,198805962
1144286,212958079
1144286,215317377
1144286,215389748
1144286,239194157
1144286,239548243
1144286,246551223
1144286,251741903
1144286,286508984
1144286,303535113
1144286,308640036
1144286,329521176
1144286,329544618
1144286,334441339
1144286,336171119
1144286,377464983
1144286,379135711
1144286,379753307
1165338,26882195
1165338,216189219
1165338,295390175
1186691,12489944
1186691,30472883
1186691,64979385
1186691,65482073
1186691,80225661
1186691,80405108
1186691,114175151
1186691,123601142
1186691,128186279
1186691,136949957
1186691,137694631
1186691,139173984
1186691,148610086
1186691,151919189
1186691,170167230
1186691,189050262
1186691,210351633
1186691,220587003
1186691,228612902
1186691,234039455
1186691,238017630
1186691,271197633
1186691,275003733
1186691,278313260
1186691,280054537
1186691,289603667
1186691,305551029
1186691,328583503
1186691,339661785
1186691,353381230
1186691,374372301
1186691,376282224
1186691,380501784
1186691,395809099
1187238,6383545
1187238,53659342
1187238,106582544
1187238,131139733
1187238,144625473
1187238,173017202
1187238,214020661
1187238,261481160
1187238,319345199
1187238,330807277
1213057,13017276
1234370,36719502
1234370,103354646
1234370,125065139
1234370,159361637
1234370,332699355
1234370,339755549
1234370,357835579
1234370,401665430
1259623,88496477
1259623,223293993
1259623,226573018
1259623,321090773
1266327,49002319
1266327,288298807
1266327,291385196
1266327,362441436
1266327,364664770
1280538,2663855
1280538,18730393
1280538,25079524
1280538,107389907
1280538,174939717
1280538,178699616
1280538,196469443
1280538,204338490
1280538,321871735
1280538,344695118
1299235,12717592
1299235,28145579
1299235,42444067
1299235,48138584
1299235,63211735
1299235,63447660
1299235,70481090
1299235,87615063
1299235,159754349
1299235,160801303
1299235,171374131
1299235,174248994
1299235,192225733
1299235,262127374
1299235,276636269
1299235,300853336
1299235,324936849
1299235,328715502
1299235,329544618
1299235,355056433
1299235,372318596
1299235,391969164
1342803,282884
1342803,973052
1342803,97340304
1342803,100507254
1342803,104087250
1342803,153778236
1342803,185241680
1342803,262112219
1342803,325907954
1342803,355007687
1351481,579512
1351481,9877734
1351481,41020814
1351481,75266797
1351481,93399571
1351481,180584868
1351481,266092530
1351481,291195630
1351481,303122842
1351481,312542481
1351481,359702032
1351481,370526002
1351481,400384112
1376538,4690872
1376538,25584157
1376538,27776260
1376538,97655171
1376538,159754349
1376538,175935352
1376538,222262630
1376538,229201985
1376538,265662369
1376538,275215278
1376538,276874320
1376538,322554659
1376538,349893983
1376538,364240744
1376538,374235261
1393423,34887409
1393423,78845458
1393423,79920049
1393423,81664250
1393423,107432891
1393423,179951155
1393423,182633427
1393423,195723007
1393423,221026833
1393423,239702618
1393423,272625235
1393423,273126569
1393423,286083019
1393423,332682091
1393423,361681874
1393423,377588175
1393423,397069765
1393423,404218699
1427343,41612600
1427343,55331281
1427343,269878471
1434119,2663855
1434119,12626732
1434119,15364303
1434119,17558543
1434119,30729033
1434119,39105265
1434119,45302142
1434119,55331281
1434119,61324433
1434119,91061153
1434119,93253523
1434119,100085463
1434119,134841198
1434119,139173984
1434119,145535535
1434119,151724138
1434119,157314992
1434119,164669937
1434119,182572726
1434119,186784052
1434119,186989535
1434119,205083070
1434119,209323160
1434119,212377492
1434119,253733626
1434119,261275177
1434119,272416495
1434119,284807602
1434119,287893725
1434119,310912028
1434119,348372451
1434119,373899964
1434119,379597909
1434119,382173601
1434429,14087919
1434429,15239980
1434429,103354646
1434429,219690249
1434429,270743160
1434429,279161444
1434429,308318784
1434429,372095534
1434429,402601917
1440595,112921337
1440595,173017202
1440595,270325627
1440595,331810506
1463350,207449114
1470081,150823353
1470081,357691194
1472133,86233643
1472133,192043151
1472133,223293993
1472133,310912028
1473160,13435395
1473160,47639159
1473160,97655171
1473160,102342930
1473160,128186279
1473160,154663286
1473160,259282633
1473160,353381230
1473160,397089052
1484148,61107775
1484148,165009345
1535129,5574613
1535129,9877734
1535129,16748908
1535129,21339653
1535129,23871999
1535129,26500748
1535129,27162565
1535129,32339499
1535129,65587276
1535129,73117374
1535129,83021552
1535129,117074213
1535129,117110799
1535129,117990018
1535129,120078538
1535129,122810525
1535129,122974048
1535129,137891773
1535129,171610031
1535129,172443717
1535129,176389772
1535129,186241765
1535129,197866563
1535129,202743045
1535129,206007375
1535129,214104205
1535129,222924463
1535129,228610198
1535129,229378594
1535129,234300967
1535129,235487994
1535129,238097196
1535129,248721507
1535129,275406306
1535129,289649282
1535129,293594279
1535129,298951063
1535129,300692214
1535129,303425409
1535129,311674876
1535129,327885992
1535129,334847235
1535129,337566569
1535129,352427640
1535129,359579585
1535129,374101900
1535129,374235261
1535129,379217262
1535129,383348935
1535129,387463719
1535129,390225658
1535129,394791663
1535129,394915596
1535406,1669373
1535406,2217535
1535406,5574613
1535406,16115243
1535406,20123667
1535406,23507210
1535406,23687127
1535406,25846765
1535406,37668556
1535406,41539905
1535406,42686215
1535406,74419456
1535406,76213380
1535406,88564751
1535406,93253523
1535406,94524336
1535406,97655171
1535406,97944240
1535406,109686069
1535406,112921337
1535406,120691107
1535406,127102532
1535406,128365116
1535406,130451522
1535406,137744560
1535406,137869876
1535406,140214922
1535406,140294506
1535406,141119391
1535406,142684701
1535406,154092631
1535406,154946361
1535406,159754349
1535406,161381626
1535406,166758361
1535406,168183541
1535406,172447670
1535406,186241765
1535406,188179833
1535406,190421334
1535406,198665139
1535406,209286773
1535406,209930853
1535406,210793372
1535406,214104205
1535406,217455091
1535406,217965428
1535406,219832936
1535406,220732504
1535406,226776244
1535406,227855212
1535406,232072739
1535406,232317695
1535406,237976633
1535406,242824476
1535406,245934818
1535406,252845107
1535406,259515215
1535406,280127405
1535406,283237646
1535406,284397215
1535406,288298807
1535406,289434434
1535406,297125346
1535406,299241345
1535406,302613276
1535406,305209840
1535406,326871024
1535406,327567911
1535406,332129466
1535406,333010557
1535406,336661202
1535406,337566569
1535406,349028984
1535406,352037438
1535406,362848200
1535406,363928744
1535406,365319672
1535406,375513276
1535406,376795985
1535406,380567901
1535406,388019220
1535406,390116911
1535406,391960851
1535406,392162709
1560785,236718731
1560785,291400184
1561610,8694687
1561610,30734894
1561610,40492778
1561610,42444067
1561610,95311977
1561610,102342930
1561610,104533705
1561610,108385699
1561610,112921337
1561610,126647270
1561610,132468748
1561610,173960549
1561610,188584303
1561610,206630144
1561610,241282069
1561610,250382098
1561610,270882795
1561610,277922302
1561610,335680612
1561610,345981523
1561610,349933473
1561610,372708414
1561610,391336477
1561610,395541039
1563139,11935283
1563139,17236454
1563139,29857043
1563139,66399540
1563139,66604162
1563139,77071348
1563139,153804898
1563139,251150455
1563139,303205878
1563139,314903844
1563139,329206214
1563139,357834923
1563139,390634710
1577314,34384544
1577314,75713416
1577314,185540189
1577314,280477307
1577314,307704137
1577314,329330903
1586570,24465825
1586570,68443184
1586570,93663437
1586570,118119715
1586570,118781181
1586570,127102532
1586570,197468815
1586570,240068990
1593847,2217535
1593847,6656508
1593847,16748908
1593847,17558543
1593847,27136847
1593847,27364659
1593847,35048437
1593847,39118120
1593847,42731412
1593847,58063126
1593847,61107775
1593847,71322387
1593847,75009973
1593847,97655171
1593847,101079812
1593847,112921337
1593847,114851537
1593847,124850778
1593847,125783339
1593847,134912795
1593847,165009345
1593847,167959300
1593847,170838484
1593847,173751059
1593847,177241392
1593847,178487450
1593847,181625945
1593847,198066140
1593847,213180990
1593847,214182246
1593847,215013466
1593847,217213194
1593847,217932394
1593847,222699531
1593847,236718731
1593847,239393652
1593847,242824476
1593847,263698994
1593847,284435633
1593847,296710745
1593847,313269045
1593847,317214039
1593847,349893983
1593847,350186246
1593847,354625911
1593847,361681874
1593847,372095534
1593847,372708414
1593847,374101900
1593847,387911330
1593847,399435811
1593847,399858977
1627203,286568360
1637359,19377699
1637359,27364659
1637359,68354693
1637359,104872159
1637359,123538186
1637359,204373466
1637359,306660372
1637359,308318784
1637359,320379988
1655526,54243076
1655526,205081227
1655526,297620202
1655526,387911330
1655526,401861041
1678275,10789661
1678275,13034214
1678275,21729414
1678275,25933052
1678275,31711538
1678275,40001665
1678275,66399540
1678275,70384889
1678275,80037759
1678275,101940413
1678275,140324461
1678275,150823353
1678275,157314992
1678275,198221067
1678275,217213194
1678275,246496525
1678275,264469913
1678275,281073126
1678275,289649282
1678275,311499944
1678275,374890725
1678275,398598701
1689600,6197594
1689600,67014213
1689600,75681830
1689600,124166066
1689600,125666923
1689600,168352498
1689600,270325627
1689600,343299064
1692400,64249333
1692400,127102532
1692400,164967697
1692400,213687087
1692400,247951012
1692400,273393272
1692400,284175201
1692400,320045244
1701869,181625945
1701869,199754519
1702520,43512097
1702520,52159576
1702520,55336518
1702520,330058678
1702520,398269705
1715517,8393818
1715517,20123667
1715517,29433724
1715517,66399540
1715517,75982553
1715517,97655171
1715517,103346221
1715517,119022836
1715517,119486544
1715517,172447670
1715517,176492645
1715517,211707475
1715517,239194157
1715517,270183412
1715517,354604499
1715517,354926045
1715517,390787728
1715517,391336477
1715517,402601917
1726290,6529319
1726290,8749712
1726290,40285277
1726290,42444067
1726290,49921321
1726290,52159576
1726290,56592382
1726290,59324154
1726290,72789998
1726290,75483942
1726290,97655171
1726290,105102608
1726290,107170739
1726290,107594537
1726290,107729166
1726290,117692791
1726290,122332963
1726290,147958056
1726290,149161770
1726290,162148157
1726290,163900244
1726290,170456782
1726290,184367010
1726290,188584303
1726290,195065436
1726290,195229139
1726290,200306602
1726290,205405880
1726290,219690249
1726290,227003686
1726290,236718731
1726290,247894113
1726290,252143147
1726290,255708467
1726290,257968586
1726290,263543215
1726290,273516989
1726290,276724277
1726290,285259585
1726290,298951063
1726290,314132817
1726290,317214039
1726290,321666997
1726290,323938073
1726290,341584165
1726290,345531887
1726290,350506065
1726290,366313584
1726290,372225007
1726290,372708414
1726290,374137608
1726290,377299100
1726290,387004506
1726290,399858977
1773594,99205341
1773594,114175151
1773594,128186279
1773594,195490115
1773594,329260872
1778994,47639159
1778994,115842631
1778994,149161770
1778994,171978679
1778994,208715196
1778994,223293993
1778994,261126771
1778994,313398574
1778994,323888124
1778994,334108200
1778994,350674375
1778994,382419193
1790150,11558015
1790150,18730393
1790150,24898876
1790150,55165524
1790150,60944515
1790150,74419456
1790150,80809198
1790150,82633751
1790150,95463122
1790150,99205341
1790150,104281712
1790150,121606655
1790150,122057085
1790150,129926732
1790150,146532863
1790150,175591214
1790150,182983546
1790150,194692337
1790150,195978715
1790150,206991225
1790150,236327590
1790150,237268914
1790150,240506341
1790150,253321332
1790150,271357225
1790150,275450912
1790150,320379988
1790150,328092110
1790150,360043367
1790150,361932569
1792749,15364303
1792749,23653466
1792749,23687127
1792749,24592214
1792749,52364652
1792749,64715700
1792749,167703724
1792749,196877443
1792749,262629696
1792749,322554659
1792749,342989968
1792749,350701361
1792749,353381230
1792749,355491322
1816423,361696578
1816423,383044329
1825962,17746045
1825962,27364659
1825962,63116823
1825962,144916652
1825962,279721697
1825962,370386988
1845368,21398014
1845368,42881486
1845368,234964999
1845368,296344783
1892717,39183084
1892717,97655171
1892717,119273260
1892717,186706961
1892717,234498787
1892717,246490776
1892717,297822055
1892717,362957809
1897050,16836123
1897050,56387453
1897050,56913325
1897050,58727293
1897050,98656648
1897050,104087250
1897050,163756677
1897050,208715196
1897050,210290989
1897050,228871808
1897050,273516989
1897050,321886986
1897050,342518760
1897050,363416588
1897050,390634710
1902324,21916616
1902324,125666923
1913138,13293438
1913138,97655171
1913138,100128761
1913138,122980909
1913138,126758786
1913138,128673029
1913138,132343683
1913138,144916652
1913138,212566889
1913138,243692490
1913138,297949448
1913138,302548630
1913138,322554659
1913138,383348935
1913138,385466119
1913138,391336477
1927352,105597366
1928096,10563085
1928096,15277921
1928096,23594280
1928096,25584157
1928096,34384544
1928096,56913325
1928096,58727293
1928096,78038983
1928096,90951836
1928096,93633093
1928096,98656648
1928096,103382197
1928096,109686069
1928096,113833788
1928096,128186279
1928096,157347119
1928096,158244299
1928096,168247668
1928096,168651658
1928096,176842457
1928096,213277669
1928096,219607303
1928096,222924463
1928096,249961585
1928096,262112219
1928096,270016541
1928096,279161444
1928096,297534053
1928096,302835193
1928096,321886986
1928096,347745633
1928096,350674375
1928096,363371524
1928096,368123858
1928096,382419193
1928096,404179958
1932774,6204019
1932774,8749712
1932774,34102362
1932774,46262544
1932774,85815346
1932774,113391175
1932774,156144194
1932774,156859759
1932774,178811366
1932774,223422285
1932774,223932149
1932774,230530254
1932774,240295409
1932774,284397215
1932774,303625840
1932774,311499944
1932774,314132817
1932774,340934227
1932774,374101900
1932774,378505512
1932774,400423512
1965298,12391808
1965298,205977947
1965298,263613814
1965298,343619830
1972513,27136847
1972513,97655171
1972513,138291571
1972513,157984068
1972513,163115786
1972513,217932394
1972513,234903102
2005140,128492514
2005140,340658714
2024732,62225002
2024732,249976517
2024732,270325627
2030793,2445821
2030793,8184764
2030793,42686215
2030793,47639159
2030793,111562300
2030793,224193320
2030793,235091189
2030793,238097196
2030793,275117836
2030793,297585827
2030793,325937905
2030793,350448185
2030793,361681874
2030793,368058355
2030793,380666314
2030793,384771269
2040122,378505512
2052996,1046852
2052996,23653466
2052996,27502916
2052996,47680549
2052996,132387760
2052996,168165673
2052996,202743045
2052996,278309435
2052996,335761507
2052996,400384112
2072250,15324143
2072250,173585771
2072250,179258916
2072250,237908618
2072250,361681874
2074637,102119786
2074637,115842631
